GSTIN,Invoice No,Inv Date,Product,Unit,HSN Code,Company,Batch No,Exp. Date,MRP,Qty,Purc Rate,Sale Rate,Vat %,GST Category
,R/9451,19/08/2020,Trifala Tablet,30 Tab,2106,ZAN,EO0001,/  /,35.00,1,26.18,35.00,0.00,5% GST
27AISPG3978P1Z6,R/5555,31/05/2021,Trifala Tablet,30 Tab,2106,ZAN,EO0001,/  /,35.00,2,27.81,35.00,5.00,5% GST
,EPL/65628,20/02/2021,Triolmezest Ch 40,10 Tab,3004,SUN,FBX0017,30/09/2022,185.00,1,145.11,185.00,0.00,12% GST
,R/9457,19/08/2020,Tulsi 51 Drop Medium,21 Ml,2106,JAP,1347,/  /,195.00,6,141.32,195.00,0.00,12% GST
,00112227,26/08/2020,Tulsi 51 Drop Medium,21 Ml,2106,JAP,0308,/  /,195.00,1,162.50,195.00,0.00,12% GST
,R/9449,19/08/2020,Tulsi Adusol,110 Ml,2106,AP,SLG0414,/  /,85.00,1,59.19,85.00,0.00,12% GST
27AISPG3978P1Z6,R/915,09/04/2021,Tulsi Adusol,110 Ml,2106,AP,SLG0414,/  /,85.00,6,64.03,85.00,12.00,12% GST
,R/9449,19/08/2020,Tulsi Adusol Big,230 Ml,2106,AP,0820,/  /,150.00,1,103.18,150.00,0.00,12% GST
27AISPG3978P1Z6,R/915,09/04/2021,Tulsi Adusol Big,230 Ml,2106,AP,0820,/  /,150.00,3,111.61,150.00,12.00,12% GST
,R/9456,19/08/2020,Tulsi Ras,400 Ml,2106,3M IN,BSA/TU/012,/  /,200.00,1,137.60,200.00,0.00,12% GST
,R/9447,19/08/2020,Tusar Glucose-D,100 G,2106,TRU C,02,/  /,35.00,1,16.65,35.00,0.00,18% GST
,R/9447,19/08/2020,Tusar Glucose-D,200 G,2106,TRU C,H--10,/  /,65.00,1,31.03,65.00,0.00,18% GST
,R/9447,19/08/2020,Tusar Nimbupani Glucose D,200 G,2106,TRU C,C-11,/  /,75.00,1,35.83,75.00,0.00,18% GST
,R/9447,19/08/2020,Tusar Nimbupani Glucose-D,100  G,2106,TRU C,C-01,/  /,40.00,1,19.09,40.00,0.00,18% GST
,R/9447,19/08/2020,Tusar Orange Glucose-D,100 G,2106,3M IN,011,/  /,40.00,1,19.09,40.00,0.00,18% GST
,R/9447,19/08/2020,Tusar Orange Glucose-D,200 G,2106,TRU C,T-111,/  /,75.00,1,35.81,75.00,0.00,18% GST
27AAFFM7699Q1Z3,00770808,01/05/2021,UDILIV 150,15 TAB,3004,SPI,270943D7,28/03/2023,359.99,1,274.28,359.99,5.00,5% GST
27AADCN5894P1ZJ,IDB2166716,27/05/2021,UDILIV 300,15 TAB,3004,SPI,260932D7,01/02/4023,631.09,1,480.83,631.09,5.00,5% GST
,00625553,24/08/2020,UDILIV 450,10T,3004,ABBOT,UDD0001,28/09/2021,447.50,1,343.64,447.50,0.00,5% GST
,IDB20360650,20/03/2021,UGESIC,10 TAB,3004,MEYER,193U2014,01/10/4022,115.00,2,75.14,115.00,0.00,12% GST
27AADCN5894P1ZJ,IDB2162780,25/05/2021,UGESIC,10 TAB,3004,MEYER,193U2014,01/10/2022,115.00,2,82.14,115.00,12.00,12% GST
,S/88910,07/01/2021,ULGEL A LIQUID,200 ML,3004,ALEMB,2008001354,30/09/2023,154.00,2,119.51,154.00,0.00,12% GST
,00154418,21/08/2020,ULPAN DSR,10 CAP,3004,CORO,G5990001,28/12/2021,118.45,1,92.87,118.45,0.00,12% GST
,00154418,21/08/2020,ULPAN GEL,170 ML,3004,CORO,ACR20028,28/01/2022,129.12,1,101.22,129.12,0.00,12% GST
,00625557,24/08/2020,ULTIGEST SR 200,10 CAP,3004,ALK,UGT19011SH,31/10/2021,385.00,1,295.68,385.00,0.00,12% GST
,EPL/71738,12/03/2021,ULTRA D3 DROPS,30 ML,3004,MEYER,606E2006,30/06/2022,37.65,1,29.51,37.65,0.00,12% GST
,EPL/73691,17/03/2021,ULTRA D3 DROPS,30 ML,3004,MEYER,606E2006,30/06/2022,37.65,1,29.50,37.65,0.00,12% GST
27AAFFM7699Q1Z3,00777503,15/05/2021,ULTRACET,15 TAB,3004,ETH,N1738,28/01/2023,219.00,1,156.43,219.00,12.00,12% GST
,00708726,20/01/2021,ULTRAVEX CREAM,30 GM,3004,DRR,Z9428,28/11/2021,235.00,1,182.36,235.00,0.00,12% GST
27AAFFM7699Q1Z3,00771875,04/05/2021,UMALGUT (18%),10C,3004,AAN P,CCF9041,28/06/2021,159.00,1,107.80,159.00,12.00,12% GST
,00685754,09/12/2020,UNIENZYME,15 TAB,3004,UNI,9GE9G076,30/09/2021,58.45,3,45.35,58.45,0.00,12% GST
,37612,08/02/2021,UNIENZYME,15 TAB,3004,UNI,9GE96079,30/09/2021,58.45,5,45.82,58.45,0.00,12% GST
,00746044,26/03/2021,UNIENZYME,15 TAB,3004,UNI,9GE9G143,31/12/2021,58.45,10,44.90,58.45,0.00,12% GST
,00162498,16/10/2020,UNIENZYME SYRUP,200 ML,3004,UNI,170620-UN,30/11/2021,105.70,3,82.87,105.70,0.00,12% GST
27AAHCG7843H1ZA,GTEHHY/220013447,19/04/2021,UNISTAR 20/150,10 CAP,3004,UNICH,OJG3G008,01/08/2022,104.27,2,70.01,104.27,12.00,12% GST
,S/27386,29/08/2020,UNWANTED 21 DAYS,TAB,3006,MANKI,N3ALS039,30/11/2021,60.00,1,47.05,60.00,0.00,0% GST
,S/27386,29/08/2020,UNWANTED 21 DAYS,TAB,3006,MANKI,A2ART005,31/05/2022,60.00,1,0.00,60.00,0.00,0% GST
,S/27386,29/08/2020,UNWANTED 72,TAB,3006,MANKI,C7AJT015,28/02/2022,99.00,2,25.88,99.00,0.00,0% GST
,00625557,24/08/2020,UPRISE D3 1K,10 CAP,3004,ALK,UBSG-20003,28/02/2022,52.18,1,40.08,52.18,0.00,12% GST
27AAACE7630H1ZQ,EPL/15954,12/05/2021,UPRISE D3 60 K,8 CAP,3004,ALK,21510070,28/02/2023,263.72,2,188.37,263.72,12.00,12% GST
27AAFFM7699Q1Z3,00785740,31/05/2021,UPRISE D3 60 K,8 CAP,3004,ALK,21510013,31/12/2022,263.72,4,188.37,263.72,12.00,12% GST
,00625557,24/08/2020,UPRISE D3 60K SYRUP,5 ML,3004,ALK,169920009,31/03/2022,68.00,4,52.22,68.00,0.00,12% GST
,19815,10/10/2020,UPRISE D3 60K SYRUP,5 ML,3004,ALK,169920009,31/03/2022,68.00,4,54.21,68.00,0.00,12% GST
,39910,22/02/2021,UPRISE D3 SYRUP,30 ML,3004,ALK,20282414,01/05/2022,78.62,2,61.63,78.62,0.00,12% GST
,R/24080,06/02/2021,URAL BPH,60 CAP,3004,VAS,254,/  /,360.00,1,265.42,360.00,0.00,12% GST
27AAHCG7843H1ZA,GTEHHY/220026072,07/05/2021,URIMAX 0.4,15 CAP,3004,CIPLA,SA04168,01/04/2023,349.38,1,249.56,349.38,12.00,12% GST
,IDB20350186,12/03/2021,UV DOUX SUNSCREEN GEL,50 ML,2106,BRINT,BCC1026,01/12/4022,699.00,1,561.91,699.00,0.00,18% GST
,S/71303,05/12/2020,Ultra Ca Plus Tab,30,3004,MEYER,780U903,31/08/2021,570.00,1,442.32,570.00,0.00,12% GST
27AAGPS4492L1Z0,V/3450,15/05/2021,V Ten Elbow Supp Med,1,3004,3M IN,MED,/  /,240.00,1,240.00,240.00,12.00,12% GST
,IDB20306463,06/02/2021,V WASH NANO LIQUID,20 ML,2106,GLE,B51200294,01/09/4022,45.00,4,33.50,45.00,0.00,18% GST
27AAGFA4541G1ZO,00188100,05/04/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51200163,28/06/2022,180.00,4,127.12,180.00,18.00,18% GST
27AAGFA4541G1ZO,00190465,15/04/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51200163,28/06/2022,180.00,5,127.12,180.00,18.00,18% GST
27AAGFA4541G1ZO,00191887,22/04/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51200163,28/06/2022,180.00,5,127.12,180.00,18.00,18% GST
27AAGFA4541G1ZO,00192684,26/04/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51200170,28/06/2022,180.00,5,127.12,180.00,18.00,18% GST
27AAGFA4541G1ZO,00192868,28/04/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51200170,28/06/2022,180.00,10,127.12,180.00,18.00,18% GST
27AAGFA4541G1ZO,00194196,05/05/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51200170,28/06/2022,180.00,10,127.12,180.00,18.00,18% GST
27AADCN5894P1ZJ,IDB2144757,08/05/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51210078,01/03/4023,180.00,3,127.12,180.00,18.00,18% GST
27AAGFA4541G1ZO,00194400,08/05/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51200170,28/06/2022,180.00,5,127.12,180.00,18.00,18% GST
27AADCN5894P1ZJ,IDB2147508,11/05/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51210078,01/03/4023,180.00,11,127.12,180.00,18.00,18% GST
27AAGFA4541G1ZO,00195794,15/05/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51200170,28/06/2022,180.00,10,127.12,180.00,18.00,18% GST
27AAGFA4541G1ZO,00195946,18/05/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51200170,28/06/2022,180.00,5,127.12,180.00,18.00,18% GST
27AADCN5894P1ZJ,IDB2159653,21/05/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51210146,01/04/4023,180.00,5,127.12,180.00,18.00,18% GST
27AADCN5894P1ZJ,IDB2159939,21/05/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51210146,01/04/4023,180.00,5,127.12,180.00,18.00,18% GST
27AADCN5894P1ZJ,IDB2164229,27/05/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51210146,01/04/4023,180.00,3,127.12,180.00,18.00,18% GST
27AAGFA4541G1ZO,00197556,31/05/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51210049,28/02/2023,180.00,5,127.12,180.00,18.00,18% GST
27AAGFA4541G1ZO,00198001,31/05/2021,V WASH PLUS  LIQUID,100 ML,2106,GLE,B51210049,28/02/2023,180.00,5,127.12,180.00,18.00,18% GST
,EPL/65293,19/02/2021,VALENT 80,10 CAP,3004,LUPIN,A005497,31/10/2022,136.30,1,106.86,136.30,0.00,12% GST
,00642076,22/09/2020,VALPOTEX CR 500,10 TAB,3004,EMCUR,:EPG7AC800,28/02/2021,90.84,1,69.79,90.84,0.00,12% GST
,00154414,21/08/2020,VALPROL CR 200,15 TAB,3004,INTAS,N2000192,28/12/2021,63.50,1,49.80,63.50,0.00,12% GST
,00154414,21/08/2020,VALPROL CR 300,15 TAB,3004,INTAS,N2001453,28/04/2023,101.17,1,79.32,101.17,0.00,12% GST
,R/9462,19/08/2020,VASA SYRUP,100 ML,3004,SANDU,GA120,/  /,76.00,1,53.89,76.00,0.00,12% GST
,R/9462,19/08/2020,VASA SYRUP,200 ML,3004,SANDU,1412,/  /,140.00,1,99.29,140.00,0.00,12% GST
,R/10424,20/11/2020,VASELINE BODY LOTION,200 ML,2106,HINDU,--,/  /,225.00,2,204.58,225.00,0.00,18% GST
,R/10424,20/11/2020,VASELINE BODY LOTION,200 ML,2106,HINDU,--,/  /,199.00,2,180.95,199.00,0.00,18% GST
,R/10424,20/11/2020,VASELINE BODY LOTION ALOE,100 ML,2106,UME,--,/  /,75.00,3,68.19,75.00,0.00,18% GST
,R/9089,16/10/2020,VASELINE HEEL THERAPY,20 GM,2106,HINDU,--,/  /,42.00,4,38.18,42.00,0.00,18% GST
,R/10424,20/11/2020,VASELINE HEEL THERAPY,20 GM,2106,HINDU,--,/  /,42.00,6,38.19,42.00,0.00,18% GST
,R/10424,20/11/2020,VASELINE JELLY,42 GM,2106,HINDU,--,/  /,75.00,6,68.19,75.00,0.00,18% GST
,R/10424,20/11/2020,VASELINE JELLY,7 GM,2106,HINDU,--,/  /,5.00,48,4.54,5.00,0.00,18% GST
,R/10424,20/11/2020,VASELINE JELLY,50 GM,2106,HINDU,--,/  /,125.00,2,113.65,125.00,0.00,18% GST
,RDD/14423,04/11/2020,VB7,10 TAB,3004,INTAS,VBT20009,31/08/2021,175.00,1,124.38,175.00,0.00,12% GST
,RDD/15447,11/11/2020,VB7,10 TAB,3004,INTAS,VBT20011,31/10/2021,175.00,2,124.37,175.00,0.00,12% GST
,00154414,21/08/2020,VB7 FORTE,10 CAP,2106,INTAS,VFT20002,28/08/2021,163.00,1,127.82,163.00,0.00,18% GST
,00154414,21/08/2020,VB7 HAIR,10 TAB,2106,INTAS,VBT20004,28/08/2021,175.00,1,137.20,175.00,0.00,18% GST
,00159236,25/09/2020,VEBA PLUS,15 TAB,3004,BLU,ZPJ2015,28/09/2021,66.00,1,51.74,66.00,0.00,12% GST
,00112218,24/08/2020,VEET CREAM BRIGHTENING,25 GM,2106,RECKI,24082020,/  /,75.00,3,65.82,75.00,0.00,18% GST
,00118481,09/12/2020,VEET CREAM BRIGHTENING,25 GM,2106,RECKI,08122020,/  /,75.00,3,69.47,75.00,0.00,18% GST
,00112218,24/08/2020,VEET HR SENSITIVE CREAM,60 GM,2106,RECKI,19062020,/  /,125.00,3,113.63,125.00,0.00,18% GST
,00112218,24/08/2020,VEET WAX STRIP DRY SKIN,PIECE,2106,RECKI,17082020,/  /,99.00,3,91.18,99.00,0.00,18% GST
,00112218,24/08/2020,VEET WAX STRIP SMALL ALL,PIECE,2106,RECKI,17082020,/  /,199.00,3,183.26,199.00,0.00,18% GST
,00112218,24/08/2020,VEGIKLIN WASH,500ML,3004,3M IN,25072020,/  /,90.00,1,81.81,90.00,0.00,18% GST
,S/85072,02/01/2021,VELGUT,10 TAB,3004,ERIS,GVGT20011,31/01/2022,146.41,2,113.66,146.41,0.00,12% GST
,00625591,24/08/2020,VELOZ 20,15 TAB,3004,TORRE,2D56G003,31/12/2021,128.65,1,98.79,128.65,0.00,12% GST
,00625591,24/08/2020,VELOZ D,10 CAP,3004,TORRE,CCV5G001,31/01/2022,155.75,1,119.61,155.75,0.00,12% GST
,EPL/72686,13/03/2021,VELOZ D,10 CAP,3004,TORRE,CCV5G027,30/06/2022,155.75,3,122.14,155.75,0.00,12% GST
27AAACE7630H1ZQ,EPL/2653,07/04/2021,VELOZ D,10 CAP,3004,TORRE,CCV5G030,31/07/2022,155.75,3,111.25,155.75,12.00,12% GST
,00625591,24/08/2020,VELOZ M,10 CAP,3004,TORRE,CCV6G002,30/09/2021,144.45,1,110.93,144.45,0.00,12% GST
,00154414,21/08/2020,VELTAM 0.4,15 TAB,3004,INTAS,N2000691,28/02/2023,144.00,1,112.92,144.00,0.00,12% GST
,00154414,21/08/2020,VELTAM PLUS,15 TAB,3004,INTAS,N2001551,28/05/2022,398.00,1,312.08,398.00,0.00,12% GST
,00154414,21/08/2020,VENTAB DXT 50,10 TAB,3004,INTAS,K2000439,28/02/2023,144.00,1,112.92,144.00,0.00,12% GST
,S/70572,03/12/2020,VENTIDOX M,10 TAB,3004,MANKI,H4HPT029,30/06/2022,72.60,4,51.65,72.60,0.00,12% GST
,S/119588,02/03/2021,VENTIDOX M,10 TAB,3004,MANKI,D6HST017,30/09/2022,79.86,6,56.81,79.86,0.00,12% GST
,EPL/6262,24/08/2020,VENUSIA CREAM,75 GM,2106,DRR,BZD0011,31/12/2021,348.00,1,272.85,348.00,0.00,18% GST
,00743849,22/03/2021,VENUSIA CREAM,75 GM,2106,DRR,B.BZD1001,28/12/2022,383.00,1,294.12,383.00,0.00,18% GST
27AAFFM7699Q1Z3,00771607,04/05/2021,VENUSIA CREAM,75 GM,2106,DRR,B.BZD1022,28/01/2023,383.00,1,259.66,383.00,18.00,18% GST
,0000230,02/02/2021,VENUSIA MAX CREAM,150 GM,2106,DRR,BZD0050,01/08/2022,504.00,1,370.14,504.00,0.00,18% GST
,EPL/6262,24/08/2020,VENUSIA SOAP,75 GM,2106,DRR,VN0001,31/07/2021,186.00,1,145.82,186.00,0.00,18% GST
,00709290,21/01/2021,VENUSIA SOFT,100 ML,2106,DRR,BD0046,28/12/2021,333.00,1,258.42,333.00,0.00,18% GST
27AAACE7630H1ZQ,EPL/9484,23/04/2021,VERTIGEN,10 TAB,3004,GENIX,2GT20106A,30/09/2022,85.91,2,61.36,85.91,12.00,12% GST
,00625554,24/08/2020,VERTIN 24,15 TAB,3004,SPI,RBIC0002,28/04/2023,351.04,1,269.56,351.04,0.00,12% GST
,00625554,24/08/2020,VERTIN 8,15 TAB,3004,SPI,SSF0037,28/04/2023,132.70,1,101.91,132.70,0.00,12% GST
,00740234,16/03/2021,VERTIN 8,15 TAB,3004,SPI,:RBIA0006,28/11/2023,145.97,2,112.09,145.97,0.00,12% GST
,00625554,24/08/2020,VERTIN OD 24,7 TAB,3004,ABBOT,MPF0040,28/02/2022,176.27,1,135.36,176.27,0.00,12% GST
,00728149,24/02/2021,VETORY D,10 TAB,3004,HETER,V1120010,28/10/2022,83.00,3,63.75,83.00,0.00,12% GST
,00655233,15/10/2020,VETORY P,10 TAB,3004,HETER,GT20626A,28/05/2023,25.50,5,15.67,25.50,0.00,12% GST
,EPL/75319,22/03/2021,VIAGRA 50,TAB,3004,PFIZE,B529804,31/05/2025,525.00,2,411.61,525.00,0.00,12% GST
27AAFFM7699Q1Z3,00776194,12/05/2021,VIBRANIA D,10  CAP,3004,USV L,SVB1520,30/04/2022,154.00,2,110.00,154.00,12.00,12% GST
,R/6855,21/08/2020,VICCO FACE WASH,15 ML,3004,VICCO,-,31/12/2022,20.00,1,0.00,20.00,0.00,5% GST
,R/6855,21/08/2020,VICCO FACE WASH,30 GM,3004,VICCO,-,/  /,44.00,1,40.02,44.00,0.00,5% GST
,R/6855,21/08/2020,VICCO NARAYANI,15 GM,3004,VICCO,N.MRP,/  /,45.00,1,40.92,45.00,0.00,5% GST
,R/6855,21/08/2020,VICCO NARAYANI,30 GM,3004,VICCO,131,/  /,99.00,1,90.02,99.00,0.00,5% GST
,R/9464,19/08/2020,VICCO PASTE,50 GM,3004,VICCO,39,/  /,39.00,2,35.49,39.00,0.00,5% GST
,R/6855,21/08/2020,VICCO PASTE,100 GM,3004,VICCO,509,/  /,73.00,1,66.39,73.00,0.00,5% GST
,R/6855,21/08/2020,VICCO PASTE,150 GM,3004,VICCO,465,/  /,98.00,1,89.12,98.00,0.00,5% GST
,R/6855,21/08/2020,VICCO PASTE,200 GM,3004,VICCO,--,/  /,130.00,1,118.22,130.00,0.00,5% GST
,R/6855,21/08/2020,VICCO PASTE,50 GM,3004,VICCO,527,/  /,39.00,1,35.46,39.00,0.00,5% GST
,R/11801,25/12/2020,VICCO PASTE,100 GM,3004,VICCO,509,/  /,73.00,2,66.31,73.00,0.00,5% GST
,R/12027,01/01/2021,VICCO PASTE,100 GM,3004,VICCO,509,/  /,73.00,1,66.40,73.00,0.00,5% GST
27ARBPG75551ZG,R/1219,08/05/2021,VICCO PASTE,150 GM,3004,VICCO,465,/  /,98.00,2,84.85,98.00,5.00,5% GST
,R/9464,19/08/2020,VICCO POWDER,50 GM,3004,VICCO,56,/  /,56.00,2,50.96,56.00,0.00,5% GST
,R/6855,21/08/2020,VICCO POWDER,100 GM,3004,VICCO,420,/  /,94.00,1,85.54,94.00,0.00,5% GST
,R/6855,21/08/2020,VICCO POWDER,25 GM,3004,VICCO,255,/  /,32.00,1,29.10,32.00,0.00,5% GST
,R/6855,21/08/2020,VICCO POWDER,50 GM,3004,VICCO,/,/  /,56.00,1,50.99,56.00,0.00,5% GST
,R/9464,19/08/2020,VICCO TUR CREAM WITH FOAM BASE,30 GM,2106,VICCO,-,/  /,119.00,1,121.74,119.00,0.00,18% GST
,R/13760,26/02/2021,VICCO TUR CREAM WITH FOAM BASE,30 GM,2106,VICCO,/,/  /,52.00,3,53.00,52.00,0.00,18% GST
,R/9464,19/08/2020,VICCO TUR SKIN CREAM,15 GM,3004,VICCO,66,/  /,66.00,2,60.07,66.00,0.00,5% GST
,R/6855,21/08/2020,VICCO TUR SKIN CREAM,70 GM,3004,VICCO,791,/  /,223.00,1,202.85,223.00,0.00,5% GST
,R/6854,21/08/2020,VICCO TUR SKIN CREAM,15 GM,3004,VICCO,818,/  /,66.00,2,60.00,66.00,0.00,5% GST
,R/6854,21/08/2020,VICCO TUR SKIN CREAM,30 GM,3004,VICCO,855,/  /,119.00,2,108.18,119.00,0.00,5% GST
,R/6855,21/08/2020,VICCO TUR WSO,15 GM,3004,VICCO,390,/  /,29.00,1,26.37,29.00,0.00,5% GST
,A/11092,21/08/2020,VICKS ACTION 500,10 TAB,3004,P&G,01437568AA,31/10/2021,40.00,5,32.35,40.00,0.00,12% GST
,A/20518,08/01/2021,VICKS ACTION 500,10 TAB,3004,P&G,01437568AA,31/10/2021,44.00,12,33.48,44.00,0.00,12% GST
,,/  /,VICKS BABYRUB,25 ML,3004,P&G,031702,31/10/2022,99.00,1,79.20,99.00,0.00,12% GST
,R/6857,21/08/2020,VICKS INHALER,PIECE,3004,P&G,N.MRP,/  /,55.00,2,45.92,55.00,0.00,12% GST
,R/6927,24/08/2020,VICKS VAPORUB,10 GM,3004,P&G,916203,30/11/2022,38.00,5,31.76,38.00,0.00,12% GST
,R/6927,24/08/2020,VICKS VAPORUB,25 GM,3004,P&G,918400,30/11/2022,80.00,3,66.82,80.00,0.00,12% GST
,R/8484,01/10/2020,VICKS VAPORUB,10 GM,3004,P&G,916203,/  /,38.00,3,31.74,38.00,0.00,12% GST
,R/9008,15/10/2020,VICKS VAPORUB,110 ML,3004,P&G,916603,/  /,235.00,2,196.15,235.00,0.00,12% GST
,R/9008,15/10/2020,VICKS VAPORUB,50 GM,3004,P&G,N.MRP,/  /,135.00,2,112.75,135.00,0.00,12% GST
,R/9625,30/10/2020,VICKS VAPORUB,50 GM,3004,P&G,N.MRP,/  /,135.00,3,112.71,135.00,0.00,12% GST
,R/9625,30/10/2020,VICKS VAPORUB,25 GM,3004,P&G,918400,/  /,80.00,2,66.80,80.00,0.00,12% GST
,R/13093,06/02/2021,VICKS VAPORUB,50 GM,3004,P&G,N.MRP,/  /,135.00,2,112.68,135.00,0.00,12% GST
,R/13340,12/02/2021,VICKS VAPORUB,110 ML,3004,P&G,916603,/  /,235.00,1,195.99,235.00,0.00,12% GST
,R/13340,12/02/2021,VICKS VAPORUB,110 ML,3004,P&G,916603,/  /,235.00,2,196.01,235.00,0.00,12% GST
,A/23059,19/02/2021,VICKS VAPORUB,110 ML,3004,P&G,-,/  /,195.00,5,162.69,195.00,0.00,12% GST
,R/13556,19/02/2021,VICKS VAPORUB,110 ML,3004,P&G,916603,/  /,235.00,2,196.12,235.00,0.00,12% GST
,R/13556,19/02/2021,VICKS VAPORUB,50 GM,3004,P&G,N.MRP,/  /,135.00,1,112.74,135.00,0.00,12% GST
,R/14200,12/03/2021,VICKS VAPORUB,25 GM,3004,P&G,918400,/  /,80.00,3,66.82,80.00,0.00,12% GST
27AAHCG7843H1ZA,GTEHHY/220006249,09/04/2021,VICKS VAPORUB,5 GM,3004,P&G,100407,01/12/2022,20.00,4,14.15,20.00,12.00,12% GST
27AAACE7630H1ZQ,EPL/10208,24/04/2021,VIGAMOX EYE DROPS,5 ML,3004,ACL,10A4V,31/05/2022,299.00,2,213.57,299.00,12.00,12% GST
,00746744,27/03/2021,VILPOWER 50,10T,3004,MIC,VIDS0004,28/09/2022,88.00,1,70.40,88.00,0.00,12% GST
27AAHCS2250A1ZT,S/34620,31/05/2021,VILPOWER 50,10T,3004,MIC,VILP003,30/09/2022,88.00,6,62.86,88.00,12.00,12% GST
,EPL/71406,10/03/2021,VINGLYN 50MG TABLET 15,15,3004,ZYD,EMV2001117,31/07/2022,74.25,1,58.22,74.25,0.00,12% GST
27AAFFM7699Q1Z3,00774241,08/05/2021,VINLEP 300,10 TAB,3004,SANOF,B01510,28/11/2022,166.68,1,119.06,166.68,12.00,12% GST
,R/9459,19/08/2020,VITA EX GOLD PLUS,20 CAP,3004,BAIDY,196820023,/  /,650.00,1,492.50,650.00,0.00,12% GST
,00625572,24/08/2020,VITAKIND I,10 CAP,3004,LIFES,B9GKS009,28/02/2021,140.00,1,107.52,140.00,0.00,12% GST
,,/  /,VITAL Z,210 GM,3004,UCR,A2000334,30/09/2022,95.00,1,76.00,95.00,0.00,12% GST
,EPL/69293,03/03/2021,VITAL Z,210 GM,3004,UCR,A 200372,30/09/2022,78.00,6,53.17,78.00,0.00,12% GST
,EPL/74100,18/03/2021,VITAL Z POWDER,560 GM,3004,AARIN,A210051,31/01/2023,240.00,2,178.55,240.00,0.00,12% GST
,RDD/17834,28/11/2020,VITAMIN A,30 CAP,3004,USV L,PMF0125,30/06/2022,7.84,4,5.87,7.84,0.00,12% GST
,S/130574,20/03/2021,VITAMIN A,30 CAP,3004,USV L,PMG0011,31/12/2022,7.84,10,6.08,7.84,0.00,12% GST
27AAHCS2250A1ZT,S/32337,25/05/2021,VITAMIN A,30 CAP,3004,USV L,PMG0012,31/12/2022,7.84,1,5.60,7.84,12.00,12% GST
27AAHCS2250A1ZT,S/32337,25/05/2021,VITAMIN A,30 CAP,3004,USV L,PMG0012,31/12/2022,7.84,9,5.60,7.84,12.00,12% GST
,00112228,26/08/2020,VITAMIN E SKIN OIL,100 ML,2106,GEN,14072020,/  /,399.00,1,346.99,399.00,0.00,18% GST
,RDD/14771,06/11/2020,VITANOVA D3 POWDER,6.5 GM,3004,ZUVEN,ZPM4BZ0018,31/01/2022,40.30,2,30.19,40.30,0.00,12% GST
,00154483,21/08/2020,VITAZYME DROPS,15 ML,3004,EAS,0010,28/05/2021,70.00,1,54.87,70.00,0.00,12% GST
,RDD/11928,16/10/2020,VITCOFOL,30 CAP,3004,FDC,050F038,30/11/2021,90.00,3,67.41,90.00,0.00,12% GST
,EPL/6262,24/08/2020,VITCOFOL SYRUP,180 ML,3004,FDC,480C009,31/08/2021,112.00,1,87.80,112.00,0.00,12% GST
,00673573,18/11/2020,VITCOFOL SYRUP,180 ML,3004,FDC,080I063,28/02/2022,123.00,2,94.48,123.00,0.00,12% GST
,R/9447,19/08/2020,VITHOBA MANJAN,100 GM,3004,AYU,130,/  /,50.00,1,37.66,50.00,0.00,12% GST
,R/9462,19/08/2020,VITHOBA PASTE,50 GM,2106,AYU,-,/  /,35.00,1,29.67,35.00,0.00,18% GST
,R/9462,19/08/2020,VITHOBA PASTE,100 GM,2106,AYU,-,/  /,65.00,1,53.34,65.00,0.00,18% GST
,IDB20150995,23/09/2020,VITNEURIN CZS,10 TAB,3004,CORO,CG20154,01/06/4022,87.12,1,68.31,87.12,0.00,12% GST
,RDD/12578,22/10/2020,VITNEURIN CZS,10 TAB,3004,CORO,CG20171,30/06/2022,87.12,4,65.22,87.12,0.00,12% GST
,RDD/18667,04/12/2020,VITNEURIN CZS,10 TAB,3004,CORO,CG20257,31/08/2022,87.12,2,65.24,87.12,0.00,12% GST
,00154416,21/08/2020,VIZYLAC DRY SYRUP,60 ML,3004,UNI,G2AA219109,28/05/2021,38.15,1,29.90,38.15,0.00,12% GST
,00112216,26/08/2020,VLCC FACIAL KIT GOLD,PIECE,2106,VLCC,:30012020,/  /,250.00,1,208.73,250.00,0.00,18% GST
,00112216,26/08/2020,VLCC FACIAL KIT GOLD,PIECE,2106,VLCC,30012020,/  /,250.00,1,208.73,250.00,0.00,18% GST
,EPL/6257,24/08/2020,VOBOSE 0.2,10 TAB,3004,USV L,28020836,31/05/2022,85.00,1,66.62,85.00,0.00,12% GST
